词根词缀,含义,示例
torr,词根：干，地,torrent(n. 奔流；倾注；迸发；连续不断)
tors,【词根】转；扭,torse(n. [数] 可展曲面；扭曲面)
tort,/ tR:t/ n. 民事侵权行为【词根】扭曲,torture(n.拷问；折磨)
tot,"/ tRt/ n. 小孩, 少量, 合计【词根】完全地，彻底地",total(adj. 全部的；完全的；整个的)
tour,/ tuE/n. 旅游，旅行；巡回演出【词根】转,tourist(n.旅游者，观光者)
tourn,词根：表示“转，环绕”,"tournament(n.比赛, 联赛, 锦标赛)"
tox,【医】 毒【词根】毒药,toxic(adj. 有毒的；中毒的)
tr,词根：通过，穿过，征服,trench(n. 沟，沟渠；战壕；堑壕)
tra,【前缀】通过;拉,tractor(n. 拖拉机；牵引机)
trac,"词根：抽,拉引,拖",tractor(n. 拖拉机；牵引机)
tract,/ 5trAkt/  n.(美)地产；住房开发区【词根】拉；画,tractor(n. 拖拉机；牵引机)
trad,"词根：跑,走,踩",trade(n. 贸易，交易；行业；职业)
trai,词根：拉曳,train(n. 火车；行列；长队；裙裾)
tran,词根：通过，穿过，征服；横过,transact(vi. 交易；谈判trans横＋act→横向动→互相贸易或交易）)
trans,"【电】 transimitter的简写【前缀】横过,贯通","transverse(a.横切的 			)"
tre,词根：贡献，分配,treasure（n. 财富，财产；财宝）
treas,前缀：表示穿、越、超之意；财富,treasure（n. 财富，财产；财宝；珍品）
treat,"n.宴请, 款待, 请客【词根】抽,拉引,拖，处理",treatment（n. 治疗，疗法；处理；对待）
trem,词根：颤，恐惧,tremor（n. 震颤；颤动）
tremb,词根：抖，颤,tremble（vi. 发抖；战栗；焦虑；摇晃）
trench,"/ trentF/ n. 渠, 沟渠, 战壕【词根】切割cut",retrench(vt. 删除；减少；紧缩开支)
trep,词根：恐惧fear,intrepid(adj. 无畏的；勇敢的；勇猛的)
trepid,词根：trembling（颤抖）,trepidation（n. 恐惧；惊恐；忧虑；颤抖）
tres,【前缀】通过,trespasser（n. 侵害者；侵入者；违反者）
tri,【计】 三【前缀】三,tripod（n. 三脚架；三脚桌）
trib,词根：给予,tribute（n. 礼物；贡物；颂词）
tribut,词根：表示“给予”,contributor(n.捐赠者; 贡献者)
tric,词根：琐碎,intricate(adj. 复杂的；错综的，缠结的)
trich,前缀：毛发  ,trichoid(毛状的)
trict,词根：拉扯、 拉紧,strict(adj. 严格的；绝对的；精确的；详细的)
trideca,【前缀】十三,tridecane（n. 十三烷；正十三烷；十三碳级烷）
triev,词根：转,retrieve（vt. 检索；恢复；重新得到）
trit,【词根】磨,trite（adj. 陈腐的；平庸的；老一套的）
triv,词根：转,contrive（vt. 设计；发明；图谋）
trix,后缀:表示“女性…者”  ,aviatrix(n. 女飞行员；女驾驶员)
tron,后缀：名词后缀，表示“仪器、装置”等,tunneltron(n. [电子] 隧道管)
trop,【词根】转,tropic（n. 热带；回归线）
troph,词根：表示“营养”,dystrophy(n.  营养失调)
trou,词根：转，动，乱,trouble（n. 麻烦；烦恼；故障；动乱）
tru,"词根：坚固,坚定,持续；坚固，坚定，持续",trust（n. 信任，信赖；责任）
truct,词根：拖，拉；建立,obstruct(vt. 妨碍；阻塞；遮断)
trud,【词根】刺，挤，榨，推，冲,intrude（vi. 闯入；侵入；侵扰（in进+trud+e→推进去→挤进））
trude,词根：推,detrude(vt. 推出；扔掉；逐出)
trus,【词根】插入；推,thrust(n. 推力；刺)
tub,"/ tQb/ n. 桶, 浴盆【词根】管子",tube(n. 管；电子管；隧道；电视机)
tude,"【后缀】构成抽象名词,表示“性质”,“状态”",amplitude(n.广大；充足；振幅)
tui,/ 'tu:i/ n. 蜜雀。【词根】监护，看管,intuition（n. 直觉；直觉力；直觉的知识）
tuit,词根：监护，看管，保护,"tuition(n 学费,教导)"
tum,/ tQm/ n. 当的一声【词根】肿胀,tumour（n. 瘤；肿瘤；肿块）
tun,"n.大酒桶【词根】声音；伸,拉",tune（n. 曲调；和谐；心情）
tur,词根：转，动，乱,turbulent(a.骚动的，骚乱的)
turb,【词根】扰乱，搅动,turbulent(a.骚动的，骚乱的（turb+ulent多….的→搅动太多→骚动的）)
ture,"后缀:名词后缀，表示行为、行为的结果,物品等",furniture(n. 家具；设备；储藏物(furni布置+-ture名词后缀))
turg,词根：swell肿,"turgid(adj.  肿胀的, 浮肿的; 夸张的; 浮夸的)"
turm,词根：混乱,turmoil （n. 混乱，骚动）
turn,vt. 转动【词根】旋，转，磨，擦,return（vt. 返回；报答）
tus,词根：牙,tusk（n. 长牙；尖头，尖形物）
tut,interj. 啧啧(表示不赞成、责难)【词根】监护，看管,tutor（vt. 辅导；约束）
tw,【词根】扭；二,twin（vi. 成对；生双胞胎）
twi,【前缀】二；二倍,twin（vi. 成对；生双胞胎）
ty,【后缀】表示抽象名词,twenty(num.二十，二十个)
typ,【词根】模型,type(n. 类型，品种；模范；样式)
typh,词根:fever(发烧),typhoid(n. 伤寒)
ual,后缀：形容词后缀，表示“...的”，与-al同,textual（adj. 本文的；按原文的）
uber,n. 乳房词根：fruitful（果实）,exuberant（adj. 繁茂的；生气勃勃的，充溢的）
ubiqu,词根：到处,ubiquitous(adj. 普遍存在的；无所不在的)
ucor,词根：wife（老婆）,uxoricide （n. 杀妻；杀妻者）
ul,【词根】成长，生长，滋养,adult(adj. 成年的；成熟的)
ular,后缀：表形容词，“有…形状或性质的”,globular（adj. 球状的；由小球形成的；闻名世界的）
ule,【后缀】表小称或“缩小”,spherule（n. 小球；小球体）
ulous,后缀：形容词后缀,acidulous（adj. 带酸味的；尖刻的；带讽刺意味的）
uls,"词根：表示""收缩，撕开"" ",convulse(vt. 震撼；使剧烈震动；使抽搐（con一起+vuls+e→收缩到一起→抽搐）
ult,"词根：表示""收缩，撕开"" ",moult(vi. 脱毛；换毛；蜕皮)
ultim,【词根】最后的,ultimate(adj. 最终的；极限的；根本的)
ultima,adj.  最后的; 最远的【词根】最后的,ultimate(adj. 最终的；极限的；根本的)
ultra,/ 5QltrE/  a.超乎寻常的【前缀】极端；在……那边,ultraviolet(a.紫外的)
um,interj.嗯【后缀】表示地点,museum（n. 博物馆）
umb,词根：子宫,umbilic（adj. 脐带的）
umbr,【词根】阴影,umbrella(n.伞，雨伞)
ump,/ Qmp/ n. 裁判员vi. 当裁判【词根】隆起,lump(n. 块，块状；肿块；瘤)
un,"联合国【词根】一【前缀】不,无；相反的动作",unlimited(a.无限的；不定的)
und,【词根】水，湿，水波,abundance(n.丰富，充裕)
undeca,【前缀】十一,undecyl（n. 十一基，[有化] 十一烷基）
under,"/ 5QndE/  在下面【前缀】在…下,不足,低劣",underling(n. 下属，部下；走卒（under+ling小人物→下属）)
uni,【前缀】一,unit(n.单位；单元；部件)
uous,后缀：表形容词，表示有...性质的，属于...的,sensuous（adj. 感觉上的，依感观的；诉诸美感的）
up,/ Qp/  adv. 起来；上涨；向上【前缀】向上,uphold(vt.举起；支撑；赞成)
ur,词根：尿,anuric(adj. 无尿的；无尿症的)
uran,"词根：铀,天",uranic(adj.  天的; 铀的; 天文的)
urb,【词根】城市,suburb(n.郊区，郊外，近郊)
ure,"【后缀】构成抽象名词,表示行为、行为的结果、状态等",failure（n. 失败；故障；失败者；破产）
urg,"【词根】推,驱使,追踪",urge(vt. 力劝，催促；驱策，推进)
urgy,词根：technology工艺,"metallurgy(n.  冶金, 冶金术)"
urin,词根：表示“尿”,urine (n 尿)
urs,词根：熊,ursine(adj. [脊椎] 熊的；似熊的)
us,"/ Qs, Es/  我们(宾格)【词根】使用","chorus(vt.&vi.	合唱)"
usu,【词根】使用,usual(a.通常的；平常的)
ut,【词根】用【前缀】向外；超越；胜过,utmost(a.最远的)
ute,【后缀】表性质、大小状况、状貌,salute(vt.迎接，欢迎)
uter,词根：子宫,uterine(adj. [解剖] 子宫的；同母异父的)
uti,"【法】 使用, 为特定目的的而使用【词根】使用",utility(n. 实用；效用；公共设施)
util,词根：用,utile(adj. 有用的；有益的)
utop,词根：空想,utopian(adj. 乌托邦的；空想的；理想化的)
vac,"/ vAk/ n. 休假, 真空吸尘器【词根】空的",vacant(adj. 空虚的；空的；空缺的；空闲的；茫然的)
vacc,词根：母牛,vaccine(n. 疫苗；牛痘苗)
vaccin,"【医】 菌苗, 疫苗【词根】牛痘","vaccinal(adj.  痘苗的, 预防接种的, 疫苗的)"
vacu,【词根】空的,vacuum(n.真空；真空吸尘器)
vad,【词根】行走,evade(vt. 逃避；规避；逃脱)
vade,【词根】行走,invade(vt. 侵略；侵袭；侵扰；涌入（in进+vad+走→走进去→侵略)
vag,【词根】走,vagrant(adj. 流浪的；漂泊的；游荡的)
vaga,词根:wander(流浪),vagabond(n. 流浪者；浪子；流氓；懒汉)
vagr,词根：表示“漫游”,vagrant(adj. 流浪的；漂泊的；游荡的)
vail,v.  放下; 有利于【词根】强壮的;强大，力量，价值,avail(vi. 有用，有利)
val,【词根】强壮的;强大，力量，价值,invalid(adj. 无效的；有病的；残废的)
vale,/ veil/  n.山谷；溪谷【词根】farewell（再见）,valediction（n. 告别演说；告别词）
vali,词根：强壮的;有价值的,valiant(adj. 英勇的，勇敢的)
valu,词根：强壮的;有价值的,evaluate(vt.评价，估…的价)
valv,词根：门,valve（n. 阀；[解剖] 瓣膜；真空管；活门）
van,/ vAn/n. 先锋；厢式货车【词根】空的；前,vanity(n.虚荣心，虚夸)
vance,词根：在先,advance(n. 发展；前进；增长；预付款)
vant,【词根】前,advantage(n. 优势；利益；有利条件)
vap,词根：蒸汽,vapor（n. 蒸汽；烟雾）
var,【词根】不同的；变化,vary(vt.改变；使多样化)
vari,【词根】不同的；变化,various(a.各种各样的，不同的)
varic,词根：静脉曲张；观望,varicose(adj.  肿胀的; 曲张的)prevaricate(vi. 搪塞；支吾其辞，闪烁其辞)
vas,"【医】 管, 脉管【词根】走，漫游",invasion(n. 入侵，侵略；侵袭；侵犯)
vascul,"词根：管,脉管,血管","vascular(adj.  脉管的, 血管的, 有脉管的)"
vaso,"词根：管,脉管,血管",vasomotor(adj.  血管收缩的; 血管收缩神经的)
veal,"/ vi:l/ n. 小牛肉vt. 宰小牛【词根】面纱,织网",reveal(vt.告诉，揭示，泄露)
vect,【词根】运送；传达,vector(n. 矢量；带菌者；航线)
veg,【词根】注视，留心，活跃，强,vegetate(vi. 生长；植物似地生长)
veget,【词根】植物,vegetable(adj.植物的；蔬菜的)
veh,【词根】运送；传达,vehicle(n.车辆，机动车)
vel,词根：紧，固，约定；抓，撕，毛；转，滚，卷，弯,travel(vi. 旅行；行进；步行)
veloc,词根：快速的，迅速的,velocity（n. 速率，速度；周转率；迅速；高速，快速）
velop,【词根】包；裹；盖子,envelope(n.信封；封套；封皮)
ven,【词根】来；走；发生,revenue(n.收入；收入数目)
veng,词根：惩罚,revenge(vt. 报复；替…报仇)
venge,【词根】报仇,vengeance(n.报复，报仇，复仇)
vent,"/ vent/n.通风孔, 出烟孔, 出口【词根】来，去,走,风",advent(n. 到来；出现（ad+vent来→来到）)
ventr,词根：venter腹,venter(n.  腹; 生母; 肿胀)
ver,"ver (Version) 版本, 变化【词根】真实的;确实的;转",very(a.真的)
verb,/ vE:b/  n.动词【词根】字；词,proverb(n.谚语，格言，箴言)
verd,词根：green（绿）,verdant（adj. 青翠的；翠绿的；没有经验的；不老练的）
verg,【词根】转；弯曲；倾向；倾斜,verge(n.边缘，边界，界限)
veri,词根：真实的,verity（n. 真实；真理；事实；真实性）
verm,词根：蠕虫,vermicide(n.  驱虫剂; 打虫药)
vermi,词根：虫,vermifuge(adj. 驱虫的)
vers,【词根】转移；改变；转向,versus(prep.(比赛等中)对)
vert,"/ vE:t/ n. 草木, 绿色【词根】转移；改变；转向",avert（vt. 避免，防止；转移）
ves,词根：衣服,invest（vt. 投资；覆盖；耗费；授予；包围（in进+vest→把衣服中的钱放进事业中→投资）
vesic,"词根：裹,疮,泡",vesicate(v.  发水泡)
vest,/ vest/n. 背心；汗衫【词根】衣服；转,invest（vt. 投资；覆盖；耗费；授予；包围（in进+vest→把衣服中的钱放进事业中→投资）
vestig,词根：脚印，踪迹,"vestige(n.  遗迹, 残余, 痕迹)"
vet,/ vet/ n. 兽医【词根】老old,veteran(n. 老兵；老手；富有经验的人；老运动员)
veter,词根：old（老）,veteran（n. 老兵；老手；富有经验的人；老运动员）
vey,【词根】给；路,convey(vt.传达；传播；转让)
vi,【计】 vi文本编辑器【词根】路,viable（adj. 可行的；能养活的；能生育的）
via,/ 5vaiE/  prep.凭借；通过；经过。【词根】路；运送,deviate（vi. 脱离；越轨（de偏离+via+ate→偏离道路→越轨））
vibr,词根：表示“摇摆”,"vibrate(v. 振动, 颤动, 激动)"
vic,【词根】改变，代替；宗族，家；分开，宽,vicarious（adj. 替代的；代理的；发同感的）
vice,"/ vais/n.恶习, 恶行, 坏脾气, 罪恶【前缀】“副…”",vice-governor(n. 副省长；副总督)
vicin,词根：邻近,vicinal（adj. 附近的；本地的；邻晶的）
vicis,词根：改变，代替,vicissitude（n. 变迁；盛衰；变化无常）
vict,【词根】征服,victory(n.胜利，战胜)
vid,【词根】看见;切,video（n. 视频；录像，录像机；电视）
vig,【词根】快活的；有生气的,vigour(n.活力，精力；元气)
vil,词根：表示”卑劣“,vile(a 卑鄙的)
vill,词根：宗族，家,village（n. 村庄；村民）
vin,"词根：酒, 葡萄",vintage(n. 葡萄收获期；葡萄酒酿造期)
vinc,【词根】征服，战斗,convince(vt.使确信，使信服)
vind,词根：惩罚,vindictive(adj. 怀恨的；有报仇心的；惩罚的
viol,n. 中世纪的六弦提琴【词根】暴力,violent（adj. 暴力的；猛烈的）
vir,【词根】流，男人，强,virility（n. 男子气；男子特点；生殖力）
virg,词根：女；子宫,virgin（n. 处女）
viro,词根：virus病毒,virologist(n.  病毒学家)
virt,词根：存在，生物，生命,virtually(adv. 事实上，几乎；实质上)
viru,词根：virus病毒,virucide(n.  杀滤过性病毒剂)
vis,【医】 力【词根】看见；切,visual(a.看的；看得见的)
visc,词根：黏,"viscid(adj.  粘的, 粘质的, 胶粘的)"
viscer,词根：viscera内脏,"visceral(adj.  内脏的, 影响内脏的)"
visuo,词根：看见,visuometer(n.视力计)
vit,【词根】生命，活,vitamin（n. [生化] 维生素；[生化] 维他命（vit+a+min素→生命要素→维生素））
vita,"n.  个人简历, 生命【词根】生命，活",vitality(n. 活力，生气；生命力)
viti,词根：fault（错误）,vitiate（vt. 损害，弄坏；使无效；污染）
vituper,词根：blame（责备）,vituperate（vt. 谩骂；责骂）
viv,【词根】生命，活,vivid(a.鲜艳的；生动的)
vivi,【词根】生命，活,vivid(a.鲜艳的；生动的)
voc,【词根】叫喊;声,voice(n.说话声；意见；语态)
